Global Question ID,Source Question Number,Paper ,Unit Name,Chapter Name,Subject / Title,Question Type,Question Text,Option 1,Option 2,Option 3,Option 4,Right Answer,Explanation,Correct Marks,Negative Marks,Difficulty
Q-01862,39,Paper 2,,Chapter 12: Structuralism ,"Literary Criticism, theory and culture",SINGLECORRECT,"Match List I with List II:
 
 List I (Term) 
 A. Heteroglossia 
 B. Homosociality 
 C. Mathnawi 
 D. Morology 
 
 List II (Meaning) 
 I. Deliberate foolishness or nonsense for effect 
 II. Diversity of languages used in epics 
 III. Same-sex relationships which are not necessarily sexual 
 IV. Long narrative epic or heroic poem in rhyming couplets 
 
 Choose the correct answer from the options given below:","Aâ€“IV, Bâ€“I, Câ€“III, Dâ€“II","Aâ€“III, Bâ€“IV, Câ€“I, Dâ€“II","Aâ€“II, Bâ€“III, Câ€“IV, Dâ€“I","Aâ€“I, Bâ€“II, Câ€“III, Dâ€“IV",3,"A. Heteroglossia â€“ II: Coined by Mikhail Bakhtin, it describes the coexistence of multiple languages, voices, and worldviews within a single literary work, especially in epics and novels. 
 B. Homosociality â€“ III: A term from gender and queer studies (notably Eve Kosofsky Sedgwick), referring to non-sexual, same-gender bonding, often among men in patriarchal structures. 
 C. Mathnawi â€“ IV: A traditional Persian poetic form using rhyming couplets for epic storytelling. Rumiâ€™s Masnavi-i Maâ€™navi is the most well-known example. 
 D. Morology â€“ I: Derived from Greek moros meaning 'foolish', morology denotes intentionally absurd or foolish speech used humorously or critically.",2,0,Medium
Q-01863,1,Paper 2,,Chapter 14: Deconstruction ,"Literary Criticism, theory and culture",SINGLECORRECT,"A deconstructive reading of a text shows that:
 A. a text is to be read always in a context 
 B. there is nothing except the text 
 C. a text may betray itself 
 D. a text may possess an ascertainable meaning 
 E. there is an endless postponement of meaning 
 Choose the correct answer from the options given below:","(A), (B), and (C) Only","(C), (D), and (E) Only","(B), (C), and (E) Only","(B), (C), and (D) Only",3,"Deconstruction posits that meaning in a text is not fixed but endlessly deferred. 
 (B) reflects Derrida's statement â€œthere is nothing outside the text,â€ emphasizing the primacy of language in constructing meaning. 
 (C) signifies the internal contradictions within texts that cause them to undermine themselves. 
 (E) captures the central deconstructive idea of diffÃ©ranceâ€”meaning is always postponed through the play of signifiers. 
 Together, these form the foundational claims of deconstructive reading.",2,0,Medium
Q-01864,2,Paper 2,,Chapter 14: Deconstruction ,"Literary Criticism, theory and culture",SINGLECORRECT,"Given below are two statements: 
 Statement I: Language is not a reliable tool of communication, says deconstruction, but argues in favour of a theory of sign as a selfâ€sufficient union of signifier and signified. 
 Statement II: Deconstruction claims that language is nonâ€referential since it refers neither to the things in the world nor to our concepts of things but only to the play of signifiers. 
 Choose the most appropriate answer from the options below:",Both Statement I and Statement II are correct,Both Statement I and Statement II are incorrect,Statement I is correct but Statement II is incorrect,Statement I is incorrect but Statement II is correct,1,"Deconstruction asserts that language is unstable and meaning is generated through the endless play of signifiers. 
 Statement I aligns with deconstructionâ€™s critique of traditional sign theory, where signifier and signified are not fixed in union. 
 Statement II correctly reflects the non-referential nature of language in deconstructionâ€”language refers not to reality but to other signs. 
 Thus, both statements are correct within the deconstructive framework.",2,0,High
Q-01865,3,Paper 2,,Chapter 14: Deconstruction ,"Literary Criticism, theory and culture",SINGLECORRECT,"""There is nothing outside the text"" is a statement by:",Victor Shklovsky,Jacques Derrida,Roland Barthes,Ferdinand de Saussure,2,"Jacques Derridaâ€™s phrase â€œIl nâ€™y a pas de hors-texteâ€ from Of Grammatology (1967) is central to deconstruction. 
 It does not deny external reality, but asserts that our understanding of everythingâ€”including realityâ€”is mediated through language. 
 All interpretation, thought, and meaning happen within the framework of text. 
 Hence, the phrase challenges fixed meanings and emphasizes interpretive instability.",2,0,Easy
Q-01866,4,Paper 2,,Chapter 14: Deconstruction ,"Literary Criticism, theory and culture",SINGLECORRECT,"Who has coined the term ""Onto-Theology""?",Jacques Derrida,Felix Guattari,Gilles Deleuze,Ben Jonson,1,"The term â€œOnto-Theologyâ€ was coined and popularized by Jacques Derrida, though it traces back to Martin Heidegger. 
 Derrida adopted the term to critique Western metaphysics for reducing â€œbeingâ€ to a singular, divine origin, thereby enforcing logocentrism. 
 In works like Margins of Philosophy and Writing and Difference, Derrida exposes how this metaphysical closure limits the openness of meaning. 
 Other options like Guattari, Deleuze, and Jonson are unrelated to this concept, either working in different theoretical frameworks or literary traditions.",2,0,High
Q-01867,5,Paper 2,,Chapter 14: Deconstruction ,"Literary Criticism, theory and culture",SINGLECORRECT,"The term ""Remainder"" has been first used by:",Giorgio Agamben,Guy Debord,Jacques Derrida,J. Habermas,3,"Jacques Derrida first theorized the term â€œremainderâ€ to describe what escapes or resists totalizing structures and binary logic. 
 It appears in Of Grammatology, Dissemination, and Margins of Philosophy, representing residual meaning that cannot be assimilated into fixed systems. 
 Agamben, Debord, and Habermas, while significant thinkers, did not use the term in Derridaâ€™s deconstructive sense. 
 This term is crucial to understanding how meaning always exceeds interpretive closure in literary texts.",2,0,Medium
Q-01868,6,Paper 2,,Chapter 14: Deconstruction ,"Literary Criticism, theory and culture",SINGLECORRECT,"Who coined the term ""Phallogocentric""?",Luce Irigaray,Jacques Derrida,Jacques Lacan,Sigmund Freud,2,"Jacques Derrida coined the term â€œphallogocentricâ€ by combining phallocentric (male-centered) and logocentric (reason-centered) critique. 
 He used it to expose how Western thought privileges male-dominated logic in language and philosophy. 
 While Irigaray and Lacan contributed to gender and psychoanalytic discourse, neither coined this specific term. 
 Freud predates these discussions and is unrelated to this neologism in poststructuralist theory.",2,0,High
Q-01869,7,Paper 2,,Chapter 14: Deconstruction ,"Literary Criticism, theory and culture",SINGLECORRECT,What does â€˜bricolageâ€™ mean in the Derridean usage?,Borrowing concepts from different sources and reshaping them to suit one's needs,Endless play of signifiers,Deconstructing the given concepts to arrive at truth,Differance,1,"Derrida adopted the term â€œbricolageâ€ from Claude LÃ©vi-Strauss to suggest that all discourse is a recombination of prior concepts. 
 It critiques the myth of originality, arguing that every thinker is a bricoleur assembling fragments of existing knowledge. 
 Other options like differance and play of signifiers are related ideas but not equivalent. 
 â€œDeconstructing to arrive at truthâ€ misrepresents deconstruction, which destabilizes the very idea of fixed truths.",2,0,Medium
Q-01870,8,Paper 2,,Chapter 14: Deconstruction ,"Literary Criticism, theory and culture",SINGLECORRECT,"Match List I with List II:
 
 List I (Authors) 
 (a) Ferdinand de Saussure 
 (b) Edward Sapir 
 (c) Jacques Derrida 
 (d) Roman Jakobson
 
 List II (Works) 
 (i) ""Two Aspects of Language and Two Types of Aphasic Disturbances"" 
 (ii) Of Grammatology 
 (iii) A Course in General Linguistics 
 (iv) Language
 
 Choose the correct answer from the options given below:","(a)-(iii), (b)-(ii), (c)-(i), (d)-(iv)","(a)-(iii), (b)-(iv), (c)-(ii), (d)-(i)","(a)-(ii), (b)-(i), (c)-(iii), (d)-(iv)","(a)-(iv), (b)-(i), (c)-(iii), (d)-(ii)",2,"The correct matches are:
 (a) Ferdinand de Saussure â€“ (iii) A Course in General Linguistics 
 (b) Edward Sapir â€“ (iv) Language 
 (c) Jacques Derrida â€“ (ii) Of Grammatology 
 (d) Roman Jakobson â€“ (i) ""Two Aspects of Language and Two Types of Aphasic Disturbances""
 
 Ferdinand de Saussure laid the foundation of structural linguistics with his posthumously compiled work A Course in General Linguistics (1916), introducing the signifier-signified model. 
 Edward Sapir, a pioneering figure in linguistic anthropology, authored Language (1921), a foundational text exploring the interplay of culture and language. 
 Jacques Derridaâ€™s Of Grammatology (1967) critiques the logocentric tradition of Western thought and initiates deconstruction. 
 Roman Jakobson's 1956 essay explores languageâ€™s relation to neurological disturbances, providing a theoretical base for structuralist poetics.",2,0,Medium
Q-01871,9,Paper 2,,Chapter 14: Deconstruction ,"Literary Criticism, theory and culture",SINGLECORRECT,"Match List I with List II:
 List I 
 A. Deconstruction 
 B. Hegemony 
 C. Habitus 
 D. Interpellation 
 
 List II 
 I. Jacques Derrida 
 II. Antonio Gramsci 
 III. Louis Althusser 
 IV. Pierre Bourdieu 
 
 Choose the correct answer from the options given below:","A-I, B-II, C-IV, D-III","A-II, B-I, C-III, D-IV","A-IV, B-II, C-III, D-I","A-III, B-I, C-II, D-IV",1,"A-I: Deconstruction is a philosophical method introduced by Jacques Derrida. It destabilizes fixed meanings and explores how texts carry internal contradictions, especially by challenging binary oppositions. 
 B-II: Hegemony is a Marxist concept developed by Antonio Gramsci to describe how dominant classes maintain control through cultural and ideological means rather than force. 
 C-IV: Habitus is a sociological term developed by Pierre Bourdieu, referring to the deeply embedded habits, skills, and dispositions we acquire through life experiences. 
 D-III: Interpellation is a concept by Louis Althusser describing how ideological structures like media, religion, and education 'hail' individuals into social roles, thereby shaping their identity as subjects.",2,0,Medium
Q-01872,10,Paper 2,,Chapter 14: Deconstruction ,"Literary Criticism, theory and culture",SINGLECORRECT,"Match List â€“ I with List â€“ II
 
 List â€“ I (Term) 
 A. Aporia 
 B. Ã‰noncÃ© 
 C. Encomium 
 D. Hagiography 
 
 List â€“ II (Definition) 
 I. Technical term in structuralist theory that implies 'utterance' 
 II. Formal eulogy in prose or verse to glorify people, objects or ideas 
 III. The writing or study of the lives of the saints 
 IV. A term used in theory of deconstruction to indicate conflict between rhetoric and thought 
 
 Choose the correct answer from the options given below:","A-I, B-IV, C-II, D-II","A-II, B-I, C-IV, D-II","A-IV, B-I, C-II, D-III","A-II, B-II, C-I, D-IV",3,"âœ” A. Aporia â€“ IV: In Derridean deconstruction, â€œaporiaâ€ signifies a moment of undecidability or internal contradiction that challenges logical closure, exposing conflict between rhetoric and thought. 
 âœ” B. Ã‰noncÃ© â€“ I: A structuralist term introduced by Michel Foucault, â€œÃ©noncÃ©â€ refers to a specific utterance or statement within discourse analysis. 
 âœ” C. Encomium â€“ II: A rhetorical expression of praise, typically in the form of a formal eulogy or laudatory speech, directed at a person, object, or concept. 
 âœ” D. Hagiography â€“ III: A genre involving biographies of saints and religious figures, often idealized and glorified to inspire veneration.",2,0,Medium
Q-01873,11,Paper 2,,Chapter 14: Deconstruction ,"Literary Criticism, theory and culture",SINGLECORRECT,"Find the chronological order of publication of the given works:
 A. Mythologies 
 B. Of Grammatology 
 C. Culture and Society 
 D. Blindness and Insight 
 E. The Location of Culture 
 
 Choose the correct answer from the options below:","A, B, C, D, E","A, C, B, E, D","B, D, C, A, E","B, C, D, A, E",2,"Chronological Order:
 A. Mythologies (1957) â€“ Roland Barthes 
 C. Culture and Society (1958) â€“ Raymond Williams 
 B. Of Grammatology (1967) â€“ Jacques Derrida 
 E. Blindness and Insight (1971) â€“ Paul de Man 
 D. The Location of Culture (1994) â€“ Homi K. Bhabha 
 
 These texts span structuralism, cultural studies, deconstruction, and postcolonial theoryâ€”understanding their order is essential for mastering the historical development of literary theory.",2,0,Medium
Q-01874,12,Paper 2,,Chapter 14: Deconstruction ,"Literary Criticism, theory and culture",SINGLECORRECT,"Arrange the following in the chronological order of their year of publication:
 
 A. Deconstruction and Criticism 
 B. Multiculturalism: Roots and Realities 
 C. Literary Theory and the Claims of History 
 D. The Western Canon 
 E. An Appetite for Poetry 
 
 Choose the correct answer from the options given below:","D, C, E, B, A","A, E, D, C, B","A, B, C, D, E","C, D, B, A, E",2,"Chronological Order:
 A. Deconstruction and Criticism (1979) â€“ Collaborative work including Derrida, Bloom, de Man, Hartman, Miller 
 E. An Appetite for Poetry (1989) â€“ Frank Kermode 
 D. The Western Canon (1994) â€“ Harold Bloom 
 C. Literary Theory and the Claims of History (1997) â€“ Satya P. Mohanty 
 B. Multiculturalism: Roots and Realities (2002) â€“ Edited by Latha Varadarajan 
 
 Recognizing the timeline of these landmark publications is key to understanding the progression from deconstruction through multicultural and historicist critiques in contemporary theory.",2,0,Medium
Q-01875,13,Paper 2,,Chapter 14: Deconstruction ,"Literary Criticism, theory and culture",SINGLECORRECT,"Which of the following are correctly matched?
 
 A. John Keble â€” On the Healing Power of Poetry 
 B. Carl G. Jung â€” Writing and Difference 
 C. Jacques Derrida â€” Modern Man in Search of a Soul 
 D. Harold Bloom â€” The Anxiety of Influence 
 E. Kate Millett â€” Jacques Lacan: A Feminist Introduction 
 
 Choose the correct answer from the options given below:",B and C only,A and D only,A and E only,B and D only,5,"This question must be dropped because only one match is correct:
 âœ” D. Harold Bloom â€” The Anxiety of Influence (1973): A foundational work of literary theory, in which Bloom argues that poets are creatively hindered by their precursors.
 Incorrect Matches:
 âœ˜ B. Writing and Difference is by Jacques Derrida (not Carl Jung). 
 âœ˜ C. Modern Man in Search of a Soul is by Carl G. Jung (not Derrida). 
 âœ˜ E. Jacques Lacan: A Feminist Introduction is by Elizabeth Grosz, not Kate Millett. 
 âœ˜ A. ""On the Healing Power of Poetry"" is not an established title by John Keble; this attribution lacks citation and is questionable.",2,0,Invalid
Q-01876,14,Paper 2,,Chapter 14: Deconstruction ,"Literary Criticism, theory and culture",SINGLECORRECT,"Given below are two statements:
 
 Statement I: Althusser's theory of ""interpellation"" implies the act of hailing like ""Hey, you!"" and thereby turning individuals into ideological, consenting subjects. 
 Statement II: Althusser's theory of interpellation is very much similar to the concept of Derrida's theory of deconstruction. 
 
 In light of the above statements, choose the correct answer from the options given below:",Both Statement I and Statement II are true,Both Statement I and Statement II are false,"Statement I is true, but Statement II is false","Statement I is false, but Statement II is true",3,"Statement I is true. Althusserâ€™s concept of interpellation describes how individuals are ""hailed"" by ideological state apparatuses (e.g., schools, media, religion) and thereby become subjects who willingly consent to dominant ideologies. 
 Statement II is false. Derridaâ€™s theory of deconstruction is fundamentally differentâ€”it focuses on the instability of language and the endless deferral of meaning. It does not share the ideological apparatus concept central to Althusserâ€™s structural Marxism. 
 Hence, only Statement I is correct.",2,0,Medium
Q-01877,15,Paper 2,,Chapter 14: Deconstruction ,"Literary Criticism, theory and culture",SINGLECORRECT,"Given below are two statements:
 
 Statement I: Derrida mentions that an aesthetic discourse always involves values and interests, independent from â€œa pure and neutral aesthetic realm.â€ 
 Statement II: Derrida believed that the outside influence in the assessment of aesthetics always enters as and when philosophers and historians point out the element of â€œtruth.â€ 
 
 In light of the above statements, choose the correct answer from the options given below:",Both Statement I and Statement II are correct,Both Statement I and Statement II are incorrect,Statement I is correct but Statement II is incorrect,Statement I is incorrect but Statement II is correct,3,"Statement I is correct. Derrida rejected the notion of an objective or ""pure"" aesthetic discourse, arguing instead that aesthetic judgments are always influenced by broader ideological and contextual forces such as politics, culture, and personal bias. 
 Statement II is incorrect. Derrida did not suggest that outside influence in aesthetics only enters when philosophers introduce ""truth."" He viewed aesthetic discourse as already shaped by underlying assumptions, making neutrality impossible. 
 Hence, only Statement I is correct.",2,0,Medium
Q-01878,16,Paper 2,,Chapter 14: Deconstruction ,"Literary Criticism, theory and culture",SINGLECORRECT,"What are the points of convergence between Derrida and Barthes?
 
 A. Both believe in the endless play in language and literary texts 
 B. Both conclude that the meaning of a text is not final 
 C. Both construe that language has retrospective power 
 D. They believe that no meaning is reliable 
 E. They believe that â€œthe relationship between words, meanings and texts are intrinsic to meaning rather than the word itself.â€
 
 Choose the correct answer from the options given below:","A, B, D and E only","A, B, C and D only","B, C and D only","C, D and E only",1,"Derrida and Barthes share foundational beliefs within poststructuralist thought:
 
 A. Both regard language as a system that defers meaning through endless play of signifiers. 
 B. Both argue that texts are inherently unstable in meaning and open to multiple interpretations. 
 D. Both reject any final or reliable meaning, emphasizing the plurality and shifting nature of language. 
 E. They agree that meaning arises from the interaction between words, contexts, and cultural frameworksâ€”not from intrinsic definitions.
 C. While both touch on language's retrospective function, their approaches differâ€”Derrida's ""diffÃ©rance"" deals with temporal deferral of meaning, whereas Barthes focuses on the reader's interpretive agency. Hence, it is not a clear point of convergence.
 
 This convergence between Derrida and Barthes is central to understanding poststructuralism in UGC NET English.",2,0,Medium
Q-01879,17,Paper 2,,Chapter 14: Deconstruction ,"Literary Criticism, theory and culture",SINGLECORRECT,"Jacques Derrida's ""Archive Fever: A Freudian Impression"" is related to:",Archival Method,Biographical Method,Visual Method,Creative Method,1,"Jacques Derridaâ€™s Archive Fever (1995) explores the concept of the archive not merely as a collection of documents but as a psychoanalytic and philosophical space. Derrida interrogates how memory, repression, technology, and institutional authority shape the archival method.
 Key ideas:
 Connects Freudâ€™s psychoanalysis (repression, compulsion to repeat) with archival impulses 
 Explores how archives are paradoxically preservative and destructive 
 Introduces the metaphor of â€œfeverâ€ to describe obsession with archiving and the anxiety of knowledge control 
 
 Other options are incorrect because:
 Biographical Method: The book is not a biography 
 Visual Method: It does not focus on visual analysis 
 Creative Method: It is philosophical, not literary or artistic in a creative sense
 Understanding Derrida's archival theory is important in poststructuralist criticism, especially for students in UGC NET English exploring intersections of memory, power, and text.",2,0,Medium
Q-01880,18,Paper 2,,Chapter 14: Deconstruction ,"Literary Criticism, theory and culture",SINGLECORRECT,"Which of the following statements have been given by Barbara Johnson?
 
 A. ""Deconstruction is not synonymous with destruction..."" 
 B. ""The deconstruction of a text does not proceed by random doubt or arbitrary subversion..."" 
 C. ""Deconstruction is not a dismantling of the structure of a text but a demonstration that it has already dismantled itself."" 
 D. ""If anything is destroyed in a deconstructive reading, it is not the text, but the claim to unequivocal domination of one mode of signifying over another."" 
 E. ""Deconstruction as a mode of interpretation works by a careful and circumspect entering of each textual labyrinth...""
 
 Choose the most appropriate answer from the options given below:","A, B and D Only","A, C and E Only","B, C and D Only","A, D and E Only",1,"Statements A, B, and D are accurately attributed to Barbara Johnson, a major figure in deconstructive literary criticism.
 
 A. Johnson clarified that deconstruction is not about destroying texts, but understanding the contradictions within them. 
 B. She insisted that deconstruction is a rigorous and methodical reading practice, not a chaotic or arbitrary process. 
 D. Johnson's feminist and literary writings often explained that what deconstruction truly challenges is the dominance of one signifying system over others.
 
 C. This line is by Jacques Derrida, from Of Grammatology. 
 E. Though poetic, this phrasing is not a known direct quotation from Johnsonâ€™s published works.
 
 These distinctions are important in understanding how Johnson advanced and clarified Derridean principles for literary and feminist theory.",2,0,Medium
Q-01881,19,Paper 2,,Chapter 14: Deconstruction ,"Literary Criticism, theory and culture",SINGLECORRECT,"J. Hillis Miller, one of the leading exponents of deconstruction, does a deconstructionist reading of which of the following poems of P. B. Shelley?","""The Triumph of Life""","""Ode to the West Wind""","""Revolt of Islam""","""The Witch of Atlas""",1,"J. Hillis Miller offers a deconstructive reading of The Triumph of Life in his essay â€œThe Critic as Host.â€ He explores how the poem simultaneously contains both logocentric metaphysics and nihilism, illustrating a central concern of deconstruction â€” the instability of meaning and philosophical contradiction.
 
 Shelley's poem, written in terza rima and left unfinished due to his death in 1822, draws from Dante and Petrarch while interrogating Enlightenment ideals, vision, and power. Miller interprets the poemâ€™s philosophical tensions as exemplary of how texts deconstruct themselves.
 
 This interpretation situates Miller within a broader tradition of deconstructive Romanticism.",2,0,Difficult
Q-01882,20,Paper 2,,Chapter 14: Deconstruction ,"Literary Criticism, theory and culture",SINGLECORRECT,Who among the following is NOT a Yale critic?,Geoffrey Hartman,Paul de Man,J. Hillis Miller,Roland Barthes,4,"Geoffrey Hartman, Paul de Man, and J. Hillis Miller are foundational figures of the Yale School, a group of literary theorists active during the 1960sâ€“1980s at Yale University who advanced deconstructionist and poststructuralist approaches to literature. 
 
 Roland Barthes, however, was a French theorist associated with structuralism, poststructuralism, and semiotics. While his work profoundly influenced global literary theory, he was never affiliated with the Yale School.",2,0,Easy
Q-01883,21,Paper 2,,Chapter 14: Deconstruction ,"Literary Criticism, theory and culture",SINGLECORRECT,Who among the following was not associated with the Yale School?,Harold Bloom,Terry Eagleton,Paul de Man,Jacques Derrida,2,"Terry Eagleton, a British Marxist critic, is not associated with the Yale School. He is best known for his critique of poststructuralism and his foundational text Literary Theory: An Introduction (1983).
 
 The Yale School includes theorists such as Paul de Man, Harold Bloom, and Geoffrey Hartman, and was heavily influenced by Jacques Derrida's deconstruction. Although Derrida was French, his frequent lectures at Yale positioned him closely with this group.
 
 Harold Bloom, though later distancing himself from deconstruction, was an early member of the Yale School.",2,0,Medium
Q-01884,22,Paper 2,,Chapter 14: Deconstruction ,"Literary Criticism, theory and culture",SINGLECORRECT,"Which of the following are true in the context of ""Phenomenology""?
 
 A. It is ""a form of methodological idealismâ€ which seeks to explore â€˜human consciousnessâ€™, 
 B. As a philosophical method, it was developed by Edmund Husserl, 
 C. Martin Heidegger is one of its leading philosophers. 
 D. Martin Heidegger's approach is â€œessentialistâ€. 
 E. Text is considered purely as an embodiment of the authorâ€™s consciousness.
 
 Choose the correct answer from the options given below:","A, B, C and D only","B, C and D only","A, B, C and E only","C, D, and E only",1,"Phenomenology, developed by Edmund Husserl, is a philosophical method that emphasizes exploring structures of human consciousness. It is considered a form of methodological idealism due to its focus on subjective experience.
 
 Martin Heidegger, a major figure in this movement, extended phenomenology by introducing existential concerns, and his approach is often characterized as essentialistâ€”seeking the essence of being (Dasein). However, Statement E is incorrect, as phenomenology does not reduce texts to mere embodiments of the authorâ€™s consciousness but instead focuses on how meaning is constituted through lived experience.
 
 Therefore, statements A, B, C, and D are correct.",2,0,Medium
Q-01885,23,Paper 2,,Chapter 14: Deconstruction ,"Literary Criticism, theory and culture",SINGLECORRECT,A modern philosophical tendency which stresses the perceiver's role in determining meaning is known as:,Ontology,Epistemology,Phenomenology,Facticity,3,"Phenomenology is the philosophical method that emphasizes how meaning arises through the subjective experience of the perceiver. It focuses on phenomena as they appear in consciousness, without presuppositions, thereby foregrounding perception and intentionality in meaning-making.
 
 Unlike ontology (which concerns the nature of being) or epistemology (which concerns the nature of knowledge), phenomenology explores how meaning is constituted through lived experience. Heideggerâ€™s and Husserlâ€™s phenomenological methods highlight the role of human perspective and intentionality in constructing reality.
 
 Thus, the correct answer is Phenomenology.",2,0,Easy
Q-01886,1,Paper 2,,Chapter 15: New Criticism ,"Literary Criticism, theory and culture",SINGLECORRECT,"Which of the following is applicable to ""New Criticismâ€?
 A. It draws considerably from the works of I. A. Richards and the critical essays of T.S Eliot. 
 B. Some of its concepts are pre-empted by F.R. Leavis. 
 C. It distinguishes between literary and scientific usage of language. 
 D. It encourages an extensive exploration of the contextual and autobiographical background of literary production. 
 E. It vouches for a historical analysis of a text.
 Choose the correct answer from the options given below:","A, B and C only","B, E and D only","A, C and D only",B and D only,1,"A. ""New Criticism"" draws considerably from the works of I.A. Richards and the critical essays of T.S. Eliot. These figures laid the foundation for close reading and formalist analysis central to New Criticism.
 
 B. Some of its concepts are pre-empted by F.R. Leavis, especially his emphasis on moral seriousness and close textual study.
 C. New Criticism distinguishes between literary and scientific usage of language, emphasizing the complexity, ambiguity, and autonomy of literary texts.
 D. and E. are incorrect because New Criticism rejects historical, biographical, and contextual approaches to literature. It focuses solely on the textâ€™s internal structureâ€”form, imagery, paradox, and tensionâ€”ignoring the authorâ€™s intent or historical background.",2,0,Medium
Q-01887,2,Paper 2,,Chapter 15: New Criticism ,"Literary Criticism, theory and culture",SINGLECORRECT,"Which of the following is true in the context of New Criticism?
 A. It follows the tradition of Historical Criticism. 
 B. The main law of New Criticism is that it should be subjective analysis. 
 C. The distinctive procedure for a New Critic is explication. 
 D. The distinction between literary genres does play an essential role in New Criticism.","A, B and C",B and D,C only,A and D,3,"The distinctive procedure for a New Critic is explication. New Criticism emphasizes close reading and textual analysis, with a focus on internal coherence and unity. Explication involves a detailed interpretation of a text through examining its form, language, and structure. The other options are incorrect because New Criticism does not follow historical criticism, opposes subjective analysis, and focuses on form over genre.",2,0,Medium
Q-01888,3,Paper 2,,Chapter 15: New Criticism ,"Literary Criticism, theory and culture",SINGLECORRECT,"Some of the following terms are integral to New Criticism:
 
 A. Tension 
 B. Mirror Stage 
 C. Irony 
 D. Polyphony 
 E. Paradox","B, C, and D","A, B, and C","A, C, and E","B, D, and E",3,"Tension, irony, and paradox are core concepts in New Criticism. New Critics emphasized close reading to uncover the internal unity of a text, especially through paradox, irony, and tension. In contrast, ""Mirror Stage"" comes from Lacanian psychoanalysis, and ""Polyphony"" is a concept from Bakhtinian literary theory, referring to multiple narrative voices, particularly in Dostoevskyâ€™s novels. These are unrelated to New Criticismâ€™s formalist focus.",2,0,Medium
Q-01889,4,Paper 2,,Chapter 15: New Criticism ,"Literary Criticism, theory and culture",SINGLECORRECT,"Which of the following assumptions are true in the context of New Criticism?
 A. The new movement in literature popularised close reading of the text. 
 B. The leading critics of New Criticism are Allen Tate, Robert Penn Warren, R.P. Blackmur and Kenneth Burke. 
 C. The critical approach is extensively used in the study of novels and plays. 
 D. This critical approach tends to discredit historical, social and political contexts of a work of literature. 
 E. J.C. Ransom published a book New Criticism wherein he appreciates I.A. Richards, William Empson and T.S. Eliot.","(A), (B) and (C) Only","(B), (C) and (D) Only","(C), (D) and (E) Only","(A), (B) and (D) Only",4,"A. New Criticism popularised close reading as a primary method for understanding the internal structure and meaning of literary texts.
 B. Allen Tate, Robert Penn Warren, and R.P. Blackmur were leading figures of the movement. However, Kenneth Burke, though a significant theorist, is more commonly associated with rhetorical and cultural criticism rather than core New Criticism.
 D. A hallmark of New Criticism is its rejection of external contextsâ€”historical, social, or politicalâ€”in literary interpretation, focusing solely on the text itself.
 C. and E. are incorrect: Although New Criticism is applied to all genres, its strongest influence was in poetry. Also, John Crowe Ransomâ€™s The New Criticism critiques and defines the movement but does not prominently include I.A. Richards, Empson, or Eliot in the way described.",2,0,Medium
Q-01890,5,Paper 2,,Chapter 15: New Criticism ,"Literary Criticism, theory and culture",SINGLECORRECT,Identify the one who was not a 'New Critic':,Allen Tate,Robert Penn Warren,Cleanth Brooks,Claude Levi-Strauss,4,"Claude Levi-Strauss was a structural anthropologist, not a New Critic. While New Critics such as Allen Tate, Robert Penn Warren, and Cleanth Brooks emphasized close reading and formal analysis of literary texts, Levi-Strauss focused on structuralism in myth, culture, and society. His contributions lie in anthropology and structuralist theory, with major works like The Raw and the Cooked and Myth and Meaning.",2,0,Easy
Q-01891,6,Paper 2,,Chapter 15: New Criticism ,"Literary Criticism, theory and culture",SINGLECORRECT,Who among the following published a series of essays titled The New Criticism?,John Crowe Ransom,William K. Wimsatt Jr.,Monroe C. Beardsley,Allen Tate,1,"John Crowe Ransom, an American poet and critic, published The New Criticism in 1941. This seminal collection formally introduced the principles of New Criticism, emphasizing the autonomy of the literary text and the method of close reading. While Wimsatt and Beardsley contributed foundational essays such as â€œThe Intentional Fallacy,â€ it was Ransom who coined the term â€œNew Criticismâ€ and laid its philosophical groundwork.",2,0,Easy
Q-01892,7,Paper 2,,Chapter 15: New Criticism ,"Literary Criticism, theory and culture",SINGLECORRECT,Who among the following was not a leading figure of New Criticism?,John Crowe Ransom,Allen Tate,I.A. Richards,Cleanth Brooks,3,"I.A. Richards, though a major influence on the development of close reading, was not a central figure in New Criticism. He is considered a precursor, particularly through his works Practical Criticism and The Meaning of Meaning. John Crowe Ransom, Allen Tate, and Cleanth Brooks are among the core members of the New Criticism movement in America.",2,0,Easy
Q-01893,8,Paper 2,,Chapter 15: New Criticism ,"Literary Criticism, theory and culture",SINGLECORRECT,"Arrange the following terms in the chronological order of emergence:
 
 A. Heresy of Paraphrase 
 B. Stream of Consciousness 
 C. Practical Criticism 
 D. Defamiliarization","D, B, C, A","B, D, A, C","B, D, C, A","D, C, B, A",3,"The correct chronological order is:
 B. Stream of Consciousness â€“ emerged in the early 20th century in the works of Joyce, Woolf, and Faulkner. 
 D. Defamiliarization â€“ introduced by Russian Formalists like Shklovsky around 1917. 
 C. Practical Criticism â€“ developed by I.A. Richards in the 1920s. 
 A. Heresy of Paraphrase â€“ coined by Cleanth Brooks in the 1940s but grounded in ideas developed during the 1920s.
 This progression traces the development of key modernist and formalist concepts in literary theory.",2,0,Medium
